fund,category,proposal,yes,no,votes_cast,requested amount,status,overall_score
Fund10,Development & Infrastructure,Enable use-cases that require frequent message signing by introducing a safe standard for message signing without wallet prompts,677174268,127610526,980,71720,FUNDED,3.5
Fund10,Development & Infrastructure,Paima onchain game integration of Frontend Game Engines & Novel Technology,659098881,153964410,1206,288000,FUNDED,3.26
Fund10,Development & Infrastructure,Enable apps and games built in the Cardano ecosystem to leverage ZK cryptography for privacy and scalability,628854923,136872165,1140,180000,FUNDED,3.6
Fund10,Development & Infrastructure,Allow Cardano users to call Sidechain smart contracts directly from their Cardano mainnet wallet,630997644,146834778,1144,179310.4,FUNDED,3.4
Fund10,Development & Infrastructure,Allow using NFTs from Cardano and other ecosystem in onchain games hosted in the Cardano ecosystem,614957828,131763117,1069,260000,FUNDED,3.78
Fund10,Development & Infrastructure,Enable apps and games that require large amounts of data to function cheaply while still maximizing availability and safety,595749017,123556535,1045,108000,FUNDED,3.77
Fund10,Development & Infrastructure,MLabs - Congested Testnet,418680553,44875360,556,90856,FUNDED,4.47
Fund10,Development & Infrastructure,MLabs - Re-think CIP-30 wallet interface standard,407185399,60528849,607,108572,FUNDED,4.2
Fund10,Development & Infrastructure,Cardanoscan.io Maintenance,360149899,21269457,770,31200,FUNDED,3.94
Fund10,Development & Infrastructure,MLabs - CEMScript SDK: get your DApp implementation from annotated on-chain logic state-machine,381678774,43211879,558,116714.4,FUNDED,4.34
Fund10,Development & Infrastructure,MLabs - DeNS (Decentralized Name System): Phase I,371481768,46277286,680,103140,FUNDED,4.75
Fund10,Development & Infrastructure,Sundae Labs Hydra Transaction Stream Plugin,435236239,145866158,848,235200,FUNDED,4.07
Fund10,Development & Infrastructure,Decentralized Minting | ADA Handle,404968887,138421620,858,262000,FUNDED,4.32
Fund10,Development & Infrastructure,Blockfrost SDKs refresh,304194447,40812484,498,60000,FUNDED,3.72
Fund10,Development & Infrastructure,Cardano Based Web3 Blockchain Center in Tokushima-Yoshinogawa Japan,459466628,217494204,799,96000,FUNDED,3.5
Fund10,Development & Infrastructure,"Koios Evolution: Enhancements, Infra Support & Maintenance",337354190,106084582,653,160000,FUNDED,4.87
Fund10,Development & Infrastructure,Anastasia Labs - Streamlining Development: A User-Friendly Smart Contract Library for Plutarch and Aiken Design Patterns & Efficiency,267831491,51618841,525,100000,FUNDED,4.47
Fund10,Development & Infrastructure,Enable Eternl - F10,366712766,158051433,1015,221520,FUNDED,3.74
Fund10,Development & Infrastructure,Blockfrost bootstrap,272149187,71476525,548,14000,FUNDED,4.42
Fund10,Development & Infrastructure,CIP-88 Refinements & Tooling,223520345,27765942,449,30200,FUNDED,4.05
Fund10,Development & Infrastructure,Spectrum Network | Cross-chain Messaging Protocol,302093721,116353446,906,284224,FUNDED,4.88
Fund10,Development & Infrastructure,Erlang SDK for Blockfrost API,229982026,49711393,382,12000,FUNDED,3.73
Fund10,Development & Infrastructure,Sundae Labs Hydra Ledger-only Mode,336294417,156805226,827,235200,FUNDED,3.91
Fund10,Development & Infrastructure,Community CIP Editor: 1 year budget (continued),239810850,100076278,349,51546.4,FUNDED,4.33
Fund10,Development & Infrastructure,CardanoShield: Protecting Cardano Wallet Users,244289901,110382487,645,100000,FUNDED,4.74
Fund10,Development & Infrastructure,Simple Node Sharing on Cardano,231683934,110372333,618,14320,FUNDED,4.54
Fund10,Development & Infrastructure,A Zero Knowledge Proof framework for Cardano based on Hydra and ZK-SNARKS,162459336,45929137,489,30000,FUNDED,4.62
Fund10,Development & Infrastructure,Open Transaction Chaining tooling to speed up Cardano dApps - By MuesliSwap,228889843,116810788,579,17680,FUNDED,3.89
Fund10,Development & Infrastructure,Efficient atomic cross chain swaps between Cardano and other blockchains,247993171,146904160,715,72000,NOT FUNDED,4.58
Fund10,Development & Infrastructure,Cardano Advancement,152455363,56057380,380,28800,NOT FUNDED,3.4
Fund10,Development & Infrastructure,AdaStat Cardano Explorer for Pre-prod and Preview test networks,128451062,34231270,383,20000,NOT FUNDED,4.22
Fund10,Development & Infrastructure,Arweave Gateway API,209470389,117793086,556,64744,NOT FUNDED,3.85
Fund10,Development & Infrastructure,Typhon Wallet Mobile App,229205391,141855357,713,240000,NOT FUNDED,4.17
Fund10,Development & Infrastructure,Atlas 2.0 - PAB improvements and advanced features better leveraging UTxOs to build next-generation dApps,210163240,126364310,874,154666.4,NOT FUNDED,4.34
Fund10,Development & Infrastructure,"Marlowe Hub: Unifying Platform for Marlowe Smart Contracts, Oracles, and Mediators, Auditors and Developers",207555907,126692750,551,96000,NOT FUNDED,4.47
Fund10,Development & Infrastructure,Staking Baskets Platform - Incentivizing Cardano's Decentralization,149972922,75607472,402,138000,NOT FUNDED,3.87
Fund10,Development & Infrastructure,Cardano FUDS CIP & Implementation,138394604,65517149,422,44600,NOT FUNDED,3.73
Fund10,Development & Infrastructure,Open-Source Ledger Nano X Flutter SDK and VESPR Wallet Integration,186367922,119026643,586,108000,NOT FUNDED,4.7
Fund10,Development & Infrastructure,Staking Basket Ecosystem Contract + Audit - Incentivizing Cardano's Decentralization,139700114,75356493,413,120000,NOT FUNDED,4.43
Fund10,Development & Infrastructure,Open-Source database synchronization SDK,206889469,149043456,547,266000,NOT FUNDED,3.82
Fund10,Development & Infrastructure,Atrium Dashboard - The Heart of Cardano,128847019,82615931,421,89600,NOT FUNDED,3.4
Fund10,Development & Infrastructure,Xerberus Powered Catalyst Analytics Dashboard,171573003,127469801,713,80000,NOT FUNDED,4.13
Fund10,Development & Infrastructure,Terraform support for Blockfrost.io,172917078,132722154,410,48000,NOT FUNDED,3.85
Fund10,Development & Infrastructure,Incentivized On-chain Project Engagement platform,126365511,90654209,360,117600,NOT FUNDED,4.13
Fund10,Development & Infrastructure,NEWM Community - Onboard Android Devs to Cardano with PlutoK - Plutus Virtual Machine for Kotlin,160138503,129070375,569,123636.4,NOT FUNDED,4.38
Fund10,Development & Infrastructure,Naumachia: Rust Smart Contract Development Toolkit,81052704,51262422,380,19600,NOT FUNDED,4.4
Fund10,Development & Infrastructure,[C2VN]: Hydra Course for Non-Native English Community Developers,101108021,78309117,334,16744,NOT FUNDED,4.27
Fund10,Development & Infrastructure,cardano-node typescript implementation,175937685,159701435,669,555878.4,NOT FUNDED,4.3
Fund10,Development & Infrastructure,Invoicing SDK,66374009,53796106,288,20000,NOT FUNDED,2.71
Fund10,Development & Infrastructure,CBIA - Augmenting Cardano Developer Portal with ecosystem compatibility & dependency visualizations for dev tools,49780505,37512593,303,19100,NOT FUNDED,4.52
Fund10,Development & Infrastructure,Cardano Node API: a multiple protocol query interface,147041110,138940583,481,74000,NOT FUNDED,4.44
Fund10,Development & Infrastructure,Token Verification Alliance,153227152,145410745,492,193560,NOT FUNDED,4.17
Fund10,Development & Infrastructure,Maestro SDKs & ecosystem integrations - Enabling interoperability with scalable blockchain infrastructure,116608775,110423318,397,38133.2,NOT FUNDED,4.27
Fund10,Development & Infrastructure,Integrated Wallet Media Player: Enhancing Accessibility and Convenience,149595886,145807610,434,78800,NOT FUNDED,4.71
Fund10,Development & Infrastructure,NFT Staking Smart Contracts Audit,146764783,143200659,453,96400,NOT FUNDED,3.89
Fund10,Development & Infrastructure,gOuroboros: Cardano Ouroboros protocol server support in Golang,140617549,139225009,485,74000,NOT FUNDED,4.43
Fund10,Development & Infrastructure,Hydrozoa: Lightweight and scalable Hydra Heads,166956934,165786869,536,378190.4,NOT FUNDED,4
Fund10,Development & Infrastructure,Enhancing Access to Token and NFT Analytics: Proposal for Upgrading Wallet Analytics Functionality,140783058,140147518,381,85866.4,NOT FUNDED,4.31
Fund10,Development & Infrastructure,Open Source Sidechain Launcher Toolkit,121919188,125325076,352,99000,NOT FUNDED,4.1
Fund10,Development & Infrastructure,"Open Source Widget NoCode ""Keyword Coins Real Time Prices"" for Tokens on Cardano Ecosystem Embedded in Content for Websites, Portals & Blogs",94181221,100049087,338,97000,NOT FUNDED,3.96
Fund10,Development & Infrastructure,zkFold: zk-rollups on Cardano. Phase 1: zkWrapper,119470715,126136490,634,266000,NOT FUNDED,4.11
Fund10,Development & Infrastructure,"Catalyst Brasil: Driving innovation in the Cardano Community [Project Catalyst + Cardano Essentials in Sao Paulo, Brazil]",44988131,53618912,266,24900,NOT FUNDED,3.67
Fund10,Development & Infrastructure,KuberIDE 2.0: A complete IDE for Plutus Smart Contracts development,130428532,139064245,433,187316.8,NOT FUNDED,4.29
Fund10,Development & Infrastructure,Cardano Node on Microsoft Azure Marketplace,41286497,51259494,359,14000,NOT FUNDED,3.75
Fund10,Development & Infrastructure,Bridgeless Cross-Chain Swaps in 1 click for Cardano,55330049,65674433,386,16000,NOT FUNDED,4.56
Fund10,Development & Infrastructure,Open Multisig Synchronization Service,34428314,46840218,272,12000,NOT FUNDED,4.16
Fund10,Development & Infrastructure,Cardano Node on AWS - Quick Start,38758368,52618118,316,15800,NOT FUNDED,4.03
Fund10,Development & Infrastructure,Wolfram Cardano Exchange Data Infrastructure,141737895,156238977,552,329760,NOT FUNDED,3.93
Fund10,Development & Infrastructure,Learn and Earn Web3 Education Platform Powered by an AI co-pilot for course creators and learners,31125980,46456311,285,29800,NOT FUNDED,4.41
Fund10,Development & Infrastructure,Open Source NFT Display and Gallery,32928112,52253599,315,22068.8,NOT FUNDED,4.56
Fund10,Development & Infrastructure,"Open source Marketplace ""Opensea-like"" for MIlkomeda usecases and Seedstars Galaxy",124365353,144473079,344,116000,NOT FUNDED,3.28
Fund10,Development & Infrastructure,Unlocking Privacy on Cardano: Implementing an Anonymous Donation/Transaction System,28998338,49148680,270,22800,NOT FUNDED,3.75
Fund10,Development & Infrastructure,[CFD] - Cardano Fast Deployment tool. Setup and manage your infrastracture like a charm!,40693533,63757855,333,12000,NOT FUNDED,4.18
Fund10,Development & Infrastructure,CardanoPress Starter Themes and Templates,22413093,46858853,305,14000,NOT FUNDED,3.85
Fund10,Development & Infrastructure,Project Catalyst Funded Project PlayBook Revamp and Marketing/Community Project Support - SmartHubs,21299061,46382306,239,15600,NOT FUNDED,4.09
Fund10,Development & Infrastructure,Breaking Language Barriers: A Proposal for Expanding Global Accessibility through Comprehensive Language Support,129092932,154271582,382,59666.8,NOT FUNDED,4.51
Fund10,Development & Infrastructure,[Fimi] Cardano Podcast for Vietnamese,35851807,65613860,405,8990.4,NOT FUNDED,4.32
Fund10,Development & Infrastructure,"Integrate Cardano blockchain to PitchTalk - platform for communication between projects, investors, and communities",16986419,48515736,216,12000,NOT FUNDED,3.75
Fund10,Development & Infrastructure,From Argentina to the world. Building trust in the authenticity of academic documents with the power of Cardano: A systematic literature mapping,20344925,52062652,262,6000,NOT FUNDED,3.53
Fund10,Development & Infrastructure,Research Paper on Impact in Cardano,20275200,53815074,293,10000,NOT FUNDED,3.47
Fund10,Development & Infrastructure,"Teaching Turks Cardano Through Online Workshops, Youtube videos, and Community Building",23240244,57212669,256,6000,NOT FUNDED,3.63
Fund10,Development & Infrastructure,Cardano Users Onboarding Guide,32806309,67572854,304,27973.2,NOT FUNDED,4.24
Fund10,Development & Infrastructure,Blockchain Education Alpha Program for Vietnamese,33848781,69143897,261,19200,NOT FUNDED,3.79
Fund10,Development & Infrastructure,Open Source Snapshotter,28875899,65082383,245,24133.2,NOT FUNDED,3.95
Fund10,Development & Infrastructure,NEWM - Stream Token Analytics Integration,126761306,163986281,574,504000,NOT FUNDED,3.73
Fund10,Development & Infrastructure,Cardano Developer Training Program,36108608,73866018,326,24000,NOT FUNDED,3.06
Fund10,Development & Infrastructure,Db-Sync Enterprise: high-availability setup of Cardano's Db-Sync to run queries and access on-chain data as a service,22414782,61686301,256,9600,NOT FUNDED,2.84
Fund10,Development & Infrastructure,Blockchain 4 Good Research,25554879,65999122,266,18400,NOT FUNDED,4.19
Fund10,Development & Infrastructure,"NuNet: Enabling Elasticsearch Clusters on decentralized hardware // Elasticsearch is a fast and scalable search and analytics engine, providing powerful analytics and visualization tools. NuNet will enable running it on its decentralized network.",101210174,142773452,493,117440,NOT FUNDED,4.42
Fund10,Development & Infrastructure,[Fimi] Comprehensive information portal about Cardano for the Vietnamese community,28453031,72773280,362,14676,NOT FUNDED,4.4
Fund10,Development & Infrastructure,Promoting Cardano in Mainland China,39442213,84283151,350,16000,NOT FUNDED,2.13
Fund10,Development & Infrastructure,Cost-Effective Amazonian Solar-Powered Servers: Empowering Cardano Community as Global Blockchain Nodes,34022061,79068381,272,16000,NOT FUNDED,4.08
Fund10,Development & Infrastructure,NEWM Academy - Learn-to-Earn Education Platform,114309782,159469812,521,315151.6,NOT FUNDED,3.56
Fund10,Development & Infrastructure,Stellar Contracts: Open-source next-generation library for great contract architecture,64595622,115583776,361,44844.4,NOT FUNDED,4.67
Fund10,Development & Infrastructure,Passkeys as Read Only Wallets,19851980,71025197,247,20000,NOT FUNDED,3.89
Fund10,Development & Infrastructure,Buy or Sell $ADA On WhatsApp & Telegram by Automated ChatBot / On-Ramp and Off-Ramp Crypto Fiat/ADA ($BRL <-> $ADA),41771554,95384845,507,78428.4,NOT FUNDED,4.64
Fund10,Development & Infrastructure,Scalus - multiplatform Scala implementation of Cardano Plutus,61803765,116638145,334,116160,NOT FUNDED,3.96
Fund10,Development & Infrastructure,GameChanger: File Storage Protocol over Cardano - Enhancements and HTTP API Servers,90414046,148676289,453,103358.8,NOT FUNDED,4.37
Fund10,Development & Infrastructure,[Fimi] IOG's Research Paper for Vietnamese Developer,78190890,138848641,431,45088,NOT FUNDED,4.47
Fund10,Development & Infrastructure,Building a financial ecosystem through digital identity and stablecoin for maximal social impact,74186325,139850374,508,120000,NOT FUNDED,3.71
