Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Category,Ccy,proposal_id,URL,No. Assessments,# valid reviews,"# allocated
(out of valid)",% of valid,"% of allocated
(out of valid)","Impact
score","Feasibility
score","Value for money
score"
Fund11,"Group onboarding: Solution for community registrations, membership + identity",Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/group-onboarding-solution-for-community-registrations-membership-identity,4.13,255,22947079,30549908,0,22947079,NO,300000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,114166,https://app.ideascaleapp.eu/t/UCNZfqk,57,41,38,71.93%,92.68%,4.26,4.3,3.82
Fund11,Grow AtalaPrism SDK: Adaptable identity storage module || AtalaPrism SDK の成長: 適応可能な ID ストレージ モジュールを開発する,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/grow-atalaprism-sdk-adaptable-identity-storage-module-oror-atalaprism-sdk-id,4.13,303,75726863,11295290,0,75726863,YES,74750,FUNDED,3245550,,Cardano Open Developers,ADA,114287,https://app.ideascaleapp.eu/t/UCNZfsj,44,33,31,75.00%,93.94%,4.2,4.25,3.95
Fund11,Grow AtalaPrism: Holder connection requests,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/grow-atalaprism-holder-connection-requests,4.14,292,65925367,9198534,0,65925367,YES,74750,FUNDED,2216641,,Cardano Open Developers,ADA,114269,https://app.ideascaleapp.eu/t/UCNZfsQ,58,42,37,72.41%,88.10%,4.25,4.24,3.94
Fund11,Grow Cardano Grow Balkan,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/grow-cardano-grow-balkan,2.66,218,25322029,14138458,0,25322029,NO,40000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,114495,https://app.ideascaleapp.eu/t/UCNZfv8,70,53,39,75.71%,73.58%,3.12,2.47,2.4
Fund11,Growing Atala Prism 100X faster with self-issued credentials,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/growing-atala-prism-100x-faster-with-self-issued-credentials,4.15,322,90891792,13602402,0,90891792,YES,200000,FUNDED,4938799,,Cardano Open Developers,ADA,114370,https://app.ideascaleapp.eu/t/UCNZft5,46,31,28,67.39%,90.32%,4.22,4.3,3.93
Fund11,gRPC ❤️ Cardano: A streaming API for Cardano using Dolos by TxPipe,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/grpc-cardano-a-streaming-api-for-cardano-using-dolos-by-txpipe,4.31,570,219962719,16011857,0,219962719,YES,177082,FUNDED,10091274,,Cardano Open Developers,ADA,113612,https://app.ideascaleapp.eu/t/UCNZfhf,57,39,31,68.42%,79.49%,4.46,4.31,4.15
Fund11,HandleChat by ADA Handle | $handle,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/handlechat-by-ada-handle-or-dollarhandle,4.03,911,264356938,23774772,0,264356938,YES,650000,FUNDED,5153000,,Cardano Use Cases Product,ADA,112373,https://app.ideascaleapp.eu/t/UCNZfML,52,38,32,73.08%,84.21%,4.17,4.25,3.68
Fund11,"Hardware-Secured Hot Wallets for Live Services (Dexes, Bridges, Side-Chains & Dapps)",Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/hardware-secured-hot-wallets-for-live-services-dexes-bridges-side-chains-and-dapps,4.33,485,126658464,9334291,0,126658464,YES,82540,FUNDED,6214531,,Cardano Open Developers,ADA,111712,https://app.ideascaleapp.eu/t/UCNZfBV,49,30,24,61.22%,80.00%,4.57,4.33,4.1
Fund11,"Harmonie NFT Galerie: Physical Gallery & Digital Signage Solutions in Shopping Malls for Cardano NFTs: artists, advertisements, and more",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/harmonie-nft-galerie-physical-gallery-and-digital-signage-solutions-in-shopping-malls-for-cardano-nfts-artists-advertisements-and-more-370f0,3.19,192,17199592,18570270,0,17199592,NO,125000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,111789,https://app.ideascaleapp.eu/t/UCNZfCm,60,37,36,61.67%,97.30%,3.6,2.89,3.09
Fund11,"HaskLedger, An EDSL for Scalable Cardano Sidechains",Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/haskledger-an-edsl-for-scalable-cardano-sidechains,4.03,304,70748068,10669708,0,70748068,YES,200000,FUNDED,2484991,,Cardano Open Developers,ADA,114161,https://app.ideascaleapp.eu/t/UCNZfqf,38,24,23,63.16%,95.83%,4.41,4.13,3.56
Fund11,Helios debugger plugin for VSCode,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/helios-debugger-plugin-for-vscode,3.99,324,54725377,15517291,0,54725377,YES,71000,FUNDED,472253,,Cardano Open Developers,ADA,112648,https://app.ideascaleapp.eu/t/UCNZfQr,42,31,29,73.81%,93.55%,4,4.02,3.96
Fund11,Helios unit testing framework with code-coverage statistics,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/helios-unit-testing-framework-with-code-coverage-statistics,3.69,269,45721056,11756665,0,45721056,YES,32000,NOT FUNDED,8153,Over Budget,Cardano Open Developers,ADA,112662,https://app.ideascaleapp.eu/t/UCNZfQ5,44,34,32,77.27%,94.12%,3.6,3.78,3.68
Fund11,Hetzerk: Decentralized Materials Discovery Platform,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/hetzerk-decentralized-materials-discovery-platform,3.71,279,21028053,20706793,0,21028053,NO,100000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113460,https://app.ideascaleapp.eu/t/UCNZffA,42,32,32,76.19%,100.00%,3.94,3.38,3.81
Fund11,HIESMEDIC: An E--health platform that leverages on blockchain technology to promote access to quality healthcare,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/hiesmedic-an-e-health-platform-that-leverages-on-blockchain-technology-to-promote-access-to-quality-healthcare,3.94,229,23594357,21947667,0,23594357,NO,100000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,113947,https://app.ideascaleapp.eu/t/UCNZfm9,44,30,30,68.18%,100.00%,4,4.03,3.8
Fund11,High Quality Japanese Translations for Popular Cardano DApps,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/high-quality-japanese-translations-for-popular-cardano-dapps,3.61,397,110393232,26915645,0,110393232,YES,130000,FUNDED,8260787,,Cardano Open Ecosystem,ADA,114272,https://app.ideascaleapp.eu/t/UCNZfsT,56,45,38,80.36%,84.44%,3.91,3.51,3.41
Fund11,Hike2NFT - NFT Hiking Scavenger Hunt,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/hike2nft-nft-hiking-scavenger-hunt-88d92,3.98,327,32052997,25248932,0,32052997,NO,97435,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,112356,https://app.ideascaleapp.eu/t/UCNZfL4,53,37,37,69.81%,100.00%,4.16,3.92,3.86
Fund11,HLabs: plu-ts - ts framework for Cardano smart contracts,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/hlabs-plu-ts-ts-framework-for-cardano-smart-contracts,3.6,513,136541550,14402523,0,136541550,YES,200000,FUNDED,6907088,,Cardano Open Developers,ADA,111482,https://app.ideascaleapp.eu/t/UCNZe7k,51,33,31,64.71%,93.94%,3.9,3.49,3.41
Fund11,HLabs: typescript cardano-node / consensus (node prototype) - NodeJS target runtime relay node,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/hlabs-typescript-cardano-node-consensus-node-prototype-nodejs-target-runtime-relay-node,3.61,519,127923378,21159898,0,127923378,YES,300000,FUNDED,1782529,,Cardano Use Cases Solution,ADA,110904,https://app.ideascaleapp.eu/t/UCNZeyG,45,34,31,75.56%,91.18%,3.77,3.55,3.5
Fund11,HLabs: typescript cardano-node / ledger - cardano-ledger-ts and cbor multi ledger support,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/hlabs-typescript-cardano-node-ledger-cardano-ledger-ts-and-cbor-multi-ledger-support,3.78,548,203237743,30117101,0,203237743,YES,300000,FUNDED,5823895,,Cardano Use Cases Solution,ADA,110903,https://app.ideascaleapp.eu/t/UCNZeyF,53,43,32,81.13%,74.42%,4.03,3.68,3.63
Fund11,HLabs: typescript cardano-node / network layer - \*runtime independent\* server and client implementations of the ouroboros miniprotocols,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/hlabs-typescript-cardano-node-network-layer-runtime-independent-server-and-client-implementations-of-the-ouroboros-miniprotocols,3.76,515,136033440,14254728,0,136033440,YES,200000,FUNDED,6707088,,Cardano Open Developers,ADA,111634,https://app.ideascaleapp.eu/t/UCNZfAE,58,43,39,74.14%,90.70%,4.06,3.65,3.56
Fund11,"Hollow by TxPipe: Headless dApp Framework, a friendly SDK for off-chain development",Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/hollow-by-txpipe-headless-dapp-framework-a-friendly-sdk-for-off-chain-development,4.29,655,230327048,13826270,0,230327048,YES,194444,FUNDED,10268356,,Cardano Open Developers,ADA,113688,https://app.ideascaleapp.eu/t/UCNZfiu,50,36,32,72.00%,88.89%,4.4,4.38,4.08
Fund11,HoloKD Warriors and Gym - Mobile RPG Move-to-Earn Game,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/holokd-warriors-and-gym-mobile-rpg-move-to-earn-game,3.89,247,19279587,34793677,0,19279587,NO,300000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,113789,https://app.ideascaleapp.eu/t/UCNZfkY,46,35,35,76.09%,100.00%,4.06,4,3.6
Fund11,Hotel Guest Identity Verification and Check-in,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/hotel-guest-identity-verification-and-check-in,4.08,409,59813404,18612803,0,59813404,YES,92100,FUNDED,3279666,,Cardano Use Cases Concept,ADA,112244,https://app.ideascaleapp.eu/t/UCNZfKE,64,44,38,68.75%,86.36%,4.13,4.05,4.05
Fund11,Hotel Room ID and Room Booking SDK,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/hotel-room-id-and-room-booking-sdk,3.74,348,41770143,19626776,0,41770143,NO,97300,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113718,https://app.ideascaleapp.eu/t/UCNZfjO,56,37,32,66.07%,86.49%,3.77,3.9,3.56
Fund11,Hunger Heroes CARDANO,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/hunger-heroes-cardano,2.45,301,24195092,25069713,0,24195092,NO,68000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,113964,https://app.ideascaleapp.eu/t/UCNZfnQ,57,37,30,64.91%,81.08%,2.53,2.45,2.37
Fund11,Hungry App: food ordering service with low takeout fees and high driver pay,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/hungry-app-food-ordering-service-with-low-takeout-fees-and-high-driver-pay,4.39,388,67275212,28395341,0,67275212,YES,175000,NOT FUNDED,61676,Over Budget,Cardano Use Cases Solution,ADA,110888,https://app.ideascaleapp.eu/t/UCNZex0,83,57,38,68.67%,66.67%,4.39,4.43,4.35
Fund11,Hydra Course for Non-Native English Community Developers,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/hydra-course-for-non-native-english-community-developers,4.34,350,83955568,5561940,0,83955568,YES,29900,FUNDED,6775008,,Cardano Open Ecosystem,ADA,110434,https://app.ideascaleapp.eu/t/UCNZeqY,75,52,35,69.33%,67.31%,4.29,4.34,4.39
Fund11,"Hydra for collaborative copyright management, at scale",Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/hydra-for-collaborative-copyright-management-at-scale,3.77,376,67643326,11750256,0,67643326,YES,282100,NOT FUNDED,61676,Over Budget,Cardano Use Cases Solution,ADA,113376,https://app.ideascaleapp.eu/t/UCNZfdn,43,34,34,79.07%,100.00%,4.03,3.85,3.44
Fund11,Hypha DAO on Cardano,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/hypha-dao-on-cardano,3.71,302,28444332,25973362,0,28444332,NO,745500,NOT FUNDED,27529,Approval Threshold,Cardano Use Cases Product,ADA,112553,https://app.ideascaleapp.eu/t/UCNZfPI,57,44,40,77.19%,90.91%,3.88,3.9,3.35
Fund11,"Hypha's ""Open-Source DAO Protocols based on Open Architecture"" for dApps",Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/hyphas-open-source-dao-protocols-based-on-open-architecture-for-dapps,4.14,258,51670706,10410895,0,51670706,YES,198250,NOT FUNDED,8153,Over Budget,Cardano Open Developers,ADA,113576,https://app.ideascaleapp.eu/t/UCNZfg4,47,33,29,70.21%,87.88%,4.35,4.29,3.79
Fund11,Iagon : Fluxion - A Visualization tool for cardano blockchain.,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/iagon-fluxion-a-visualization-tool-for-cardano-blockchain,3.48,686,160185556,19761885,0,160185556,YES,504210,NOT FUNDED,354529,Over Budget,Cardano Use Cases Product,ADA,113379,https://app.ideascaleapp.eu/t/UCNZfdq,55,40,37,72.73%,92.50%,3.78,3.56,3.11
Fund11,Iagon : Statur - Reputation Model for Web3 Ecosystem that encourages positive behaviour,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/iagon-statur-reputation-model-for-web3-ecosystem-that-encourages-positive-behaviour,3.5,690,108367300,31556580,0,108367300,YES,388635,NOT FUNDED,52529,Over Budget,Cardano Use Cases Product,ADA,112993,https://app.ideascaleapp.eu/t/UCNZfWV,53,37,36,69.81%,97.30%,3.69,3.36,3.44
Fund11,Identity solution for Autonomous AIs living on Cardano,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/identity-solution-for-autonomous-ais-living-on-cardano,3.99,320,54411347,15948026,0,54411347,YES,96000,FUNDED,2460264,,Cardano Use Cases Concept,ADA,112964,https://app.ideascaleapp.eu/t/UCNZfV2,55,37,35,67.27%,94.59%,4.11,3.81,4.04
Fund11,Immersive 3D NFT launchpad for independent artists within Carda Station Metaverse,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/immersive-3d-nft-launchpad-for-independent-artists-within-carda-station-metaverse-ca740,3.63,286,23339906,23561878,0,23339906,NO,50000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,114218,https://app.ideascaleapp.eu/t/UCNZfrb,49,33,33,67.35%,100.00%,3.7,3.76,3.42
Fund11,Impact Accounting Project-Based Learning,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/impact-accounting-project-based-learning,4.26,525,196814057,34423605,0,196814057,YES,100000,FUNDED,7300000,,Cardano Use Cases Concept,ADA,114390,https://app.ideascaleapp.eu/t/UCNZfuP,59,43,32,72.88%,74.42%,4.21,4.3,4.27
Fund11,Impact Web3 Ecosystem - Bridging Cardano4Good to the wider impact world,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/impact-web3-ecosystem-bridging-cardano4good-to-the-wider-impact-world,4.01,276,30189128,20899507,0,30189128,NO,227000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,113512,https://app.ideascaleapp.eu/t/UCNZff1,41,27,27,65.85%,100.00%,4.26,4.07,3.7
Fund11,"""In The Smart Contract"" - A web3-themed techno song with music video featuring Cardano's branding",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/in-the-smart-contract-a-web3-themed-techno-song-with-music-video-featuring-cardanos-branding,3.59,239,22371777,19710110,0,22371777,NO,35000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112424,https://app.ideascaleapp.eu/t/UCNZfNB,55,43,41,78.18%,95.35%,3.96,3.45,3.35
Fund11,Incorponation - Automated incorporation tool for Cardano projects,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/incorponation-automated-incorporation-tool-for-cardano-projects,3.85,205,26825729,15728157,0,26825729,NO,200000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,114262,https://app.ideascaleapp.eu/t/UCNZfsJ,44,33,32,75.00%,96.97%,4.1,3.83,3.63
Fund11,Incorponation - Enhancement of a country finder tool for Cardano projects,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/incorponation-enhancement-of-a-country-finder-tool-for-cardano-projects,3.77,192,22660329,19190644,0,22660329,NO,179771,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113353,https://app.ideascaleapp.eu/t/UCNZfdP,49,35,35,71.43%,100.00%,3.89,3.86,3.57
Fund11,InDIDgenous SSI Education for South Pacific communities,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/indidgenous-ssi-education-for-south-pacific-communities,3.96,209,20686612,29530905,0,20686612,NO,177100,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,114286,https://app.ideascaleapp.eu/t/UCNZfsi,56,40,37,71.43%,92.50%,4.02,4.26,3.61
Fund11,Indigo Iris: DEX API & Indexer,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/indigo-iris-dex-api-and-indexer,4.03,798,300255404,14699847,0,300255404,YES,200000,FUNDED,11036000,,Cardano Open Developers,ADA,113424,https://app.ideascaleapp.eu/t/UCNZfea,52,34,31,65.38%,91.18%,4.42,3.89,3.78
Fund11,Indigo Protocol V2 Audit,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/indigo-protocol-v2-audit,3.96,882,348091920,32442922,0,348091920,YES,450000,FUNDED,7050000,,Cardano Use Cases Product,ADA,112532,https://app.ideascaleapp.eu/t/UCNZfOx,58,42,36,72.41%,85.71%,4.22,4.2,3.47
Fund11,"Indonesia Digital Entrepreneur (IDE) - Blockchain Cardano: Engaging Indonesian Millenials, Gen-Z, and Enterpreneurs to know Cardano",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/indonesia-digital-entrepreneur-ide-blockchain-cardano-engaging-indonesian-millenials-gen-z-and-enterpreneurs-to-know-cardano,3.98,216,25074156,13314398,0,25074156,NO,81105,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,114496,https://app.ideascaleapp.eu/t/UCNZfv9,64,50,37,78.13%,74.00%,4.16,4.01,3.77
Fund11,Indonesian Cardano Developers Community Workshop 2024,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/indonesian-cardano-developers-community-workshop-2024,4.23,290,40980364,8393986,0,40980364,NO,61818,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,111720,https://app.ideascaleapp.eu/t/UCNZfBe,63,47,40,74.60%,85.11%,4.39,4.15,4.15
Fund11,InfinityPools - A UX friendly NFT and FT Staking Platform with a Rewards Management & Distribution System,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/infinitypools-a-ux-friendly-nft-and-ft-staking-platform-with-a-rewards-management-and-distribution-system,4.27,298,43726918,30324814,0,43726918,NO,266351,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,113635,https://app.ideascaleapp.eu/t/UCNZfh2,59,40,34,67.80%,85.00%,4.3,4.28,4.23
Fund11,Initiation to Cardano for international students.,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/initiation-to-cardano-for-international-students,3.95,233,32819382,11779127,0,32819382,NO,33400,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,113282,https://app.ideascaleapp.eu/t/UCNZfcF,51,45,45,88.24%,100.00%,4.16,3.82,3.87
Fund11,Innovate Education: Decentral Eduverse On Cardano Learn Freely and Earn,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/innovate-education-decentral-eduverse-on-cardano-learn-freely-and-earn,4.03,328,40135497,12977174,0,40135497,NO,70000,NOT FUNDED,947140,Approval Threshold,Cardano Use Cases Concept,ADA,112505,https://app.ideascaleapp.eu/t/UCNZfOV,45,30,28,66.67%,93.33%,4.37,3.83,3.89
Fund11,Innovation center to promote Cardano and facilitate entrepreneur participation,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/innovation-center-to-promote-cardano-and-facilitate-entrepreneur-participation,3.7,206,104049423,13715242,0,104049423,YES,135000,FUNDED,8005787,,Cardano Open Ecosystem,ADA,113564,https://app.ideascaleapp.eu/t/UCNZfgs,47,36,35,76.60%,97.22%,3.82,4,3.28
Fund11,Institute Ecoterm® | Blockchain-based Platform & Digital Certification,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/institute-ecotermr-or-blockchain-based-platform-and-digital-certification,3.66,258,33725990,10846656,0,33725990,NO,37000,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,112829,https://app.ideascaleapp.eu/t/UCNZfTp,47,33,31,70.21%,93.94%,3.75,3.68,3.55
Fund11,Integrate Keystone Hardware Wallet into Typhon,Cardano Use Cases: Product,https://projectcatalyst.io/funds/11/cardano-use-cases-product/integrate-keystone-hardware-wallet-into-typhon,3.85,462,105543304,19796190,0,105543304,YES,84000,NOT FUNDED,52529,Over Budget,Cardano Use Cases Product,ADA,114118,https://app.ideascaleapp.eu/t/UCNZfpx,40,24,23,60.00%,95.83%,4.1,3.83,3.62
Fund11,Integrating UPI Payments into NFTMaking Solution - Unlocking India as NFT Market,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/integrating-upi-payments-into-nftmaking-solution-unlocking-india-as-nft-market,3.57,246,31096935,22268423,0,31096935,NO,200000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,114184,https://app.ideascaleapp.eu/t/UCNZfq2,51,44,43,86.27%,97.73%,4.35,3.33,3.02
Fund11,Integration of Cardano in the Infinity Wallet One-stop Super App,Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/integration-of-cardano-in-the-infinity-wallet-one-stop-super-app,3.86,274,23561438,19167138,0,23561438,NO,230000,NOT FUNDED,31676,Approval Threshold,Cardano Use Cases Solution,ADA,110725,https://app.ideascaleapp.eu/t/UCNZevK,58,37,32,63.79%,86.49%,4.14,3.82,3.63
Fund11,Interactive Cardano Onboarder for dApps,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/interactive-cardano-onboarder-for-dapps,3.8,253,33889632,15733696,0,33889632,NO,189916,NOT FUNDED,8153,Approval Threshold,Cardano Open Developers,ADA,110054,https://app.ideascaleapp.eu/t/UCNZekK,106,73,38,68.87%,52.05%,4.03,3.67,3.69
Fund11,Interoperability and Cross-chain communication for Cardano: VISTA (Verified Interchain Secure Transfer Architecture),Cardano Use Cases: Solution,https://projectcatalyst.io/funds/11/cardano-use-cases-solution/interoperability-and-cross-chain-communication-for-cardano-vista-verified-interchain-secure-transfer-architecture,3.14,403,147323975,14198894,0,147323975,YES,297734,FUNDED,2647196,,Cardano Use Cases Solution,ADA,113190,https://app.ideascaleapp.eu/t/UCNZfak,45,28,27,62.22%,96.43%,3.45,2.93,3.04
Fund11,Interoperability between Cardano and other Blockchains,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/11/cardano-use-cases-concept/interoperability-between-cardano-and-other-blockchains,3.13,465,66941032,21452933,0,66941032,YES,100000,FUNDED,3856966,,Cardano Use Cases Concept,ADA,113701,https://app.ideascaleapp.eu/t/UCNZfi7,50,35,32,70.00%,91.43%,3.21,3.22,2.96
Fund11,InvestADA: Bridging Investors and Cardano Innovators,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/investada-bridging-investors-and-cardano-innovators,3.76,215,29723648,9829195,0,29723648,NO,93750,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,114503,https://app.ideascaleapp.eu/t/UCNZfwG,54,42,31,77.78%,73.81%,3.89,3.82,3.58
Fund11,IOG Reasearch Paper Library for the Cardano Vietnam community,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/iog-reasearch-paper-library-for-the-cardano-vietnam-community,4.35,342,51752221,12386795,0,51752221,YES,15564,FUNDED,3085302,,Cardano Open Ecosystem,ADA,110406,https://app.ideascaleapp.eu/t/UCNZep6,111,83,43,74.77%,51.81%,4.38,4.38,4.3
Fund11,Jambhala Suite: Haskell Dev Nirvana,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/jambhala-suite-haskell-dev-nirvana,4.2,265,88157999,7764804,0,88157999,YES,57000,FUNDED,4706799,,Cardano Open Developers,ADA,114289,https://app.ideascaleapp.eu/t/UCNZfsl,58,45,42,77.59%,93.33%,4.38,4.19,4.03
Fund11,JamOnBread's NFT Smart Contract with revenue sharing mechanism for whole Cardano NFT space to use!,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/jamonbreads-nft-smart-contract-with-revenue-sharing-mechanism-for-whole-cardano-nft-space-to-use,3.72,269,54253407,20788379,0,54253407,YES,196000,FUNDED,81253,,Cardano Open Developers,ADA,110236,https://app.ideascaleapp.eu/t/UCNZenJ,71,48,36,67.61%,75.00%,3.91,3.69,3.56
Fund11,JamOnBread's NFT Smart Contract with revenue sharing mechanism for whole Cardano NFT space to use!,Cardano Open: Developers,https://projectcatalyst.io/funds/11/cardano-open-developers/jamonbreads-nft-smart-contract-with-revenue-sharing-mechanism-for-whole-cardano-nft-space-to-use,3.96,269,54253407,20788379,0,54253407,YES,196000,FUNDED,81253,,Cardano Open Developers,ADA,110117,https://app.ideascaleapp.eu/t/UCNZelM,76,51,29,67.11%,56.86%,4.14,3.83,3.91
Fund11,"Japanese Traditional Craft ""Masu"" Photo Project: Cardano Community Expands through Art",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/japanese-traditional-craft-masu-photo-project-cardano-community-expands-through-art,3.61,385,124004322,74326463,0,124004322,YES,200000,FUNDED,8738937,,Cardano Open Ecosystem,ADA,113108,https://app.ideascaleapp.eu/t/UCNZfYO,44,30,30,68.18%,100.00%,3.77,3.6,3.47
Fund11,Just a new meme coin for fun art and artist communities,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/just-a-new-meme-coin-for-fun-art-and-artist-communities,3.46,230,18288522,30171481,0,18288522,NO,129667,NOT FUNDED,1389022,Approval Threshold,Cardano Open Ecosystem,ADA,110217,https://app.ideascaleapp.eu/t/UCNZem0,73,57,39,78.08%,68.42%,3.6,3.47,3.32
Fund11,Kaizen Crypto | Cardano 101 Course Video Lessons Translated To Popular Languages,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/11/cardano-open-ecosystem/kaizen-crypto-or-cardano-101-course-video-lessons-translated-to-popular-languages,3.54,319,86570927,35318874,0,86570927,YES,150000,FUNDED,6864908,,Cardano Open Ecosystem,ADA,112679,https://app.ideascaleapp.eu/t/UCNZfRM,49,31,29,63.27%,93.55%,3.82,3.71,3.1
