Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Ccy,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Funding category,proposal_id,URL,No. Assessments,# valid reviews,"# allocated
(out of valid)",% of valid,"% of allocated
(out of valid)","Impact
score","Feasibility
score","Value for money
score"
Fund12,🔬 DeSci Er₳ on Cardano: Revolutionizing Scientific Innovation with DeSciNFT Funding + DeSciComm for Decentralized Science Communication 🌐,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/desci-eraustral-on-cardano-revolutionizing-scientific-innovation-with-descinft-funding-descicomm-for-decentralized-science-communication,4.31,195,28969668,112267068,0,28969668,ADA,NO,96941,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122776,https://app.ideascaleapp.eu/t/UCNZh9t,106,62,62,58.49%,100.00%,4.53,4.24,4.15
Fund12,🚥🏎️🏁 Cardano Racers: Web3 GameFi DApp 🏁🏎️🚥,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/cardano-racers-web3-gamefi-dapp,4.05,282,38849992,56363997,0,38849992,ADA,NO,199773,NOT FUNDED,10306,Approval Threshold,Cardano Use Cases Product,122854,https://app.ideascaleapp.eu/t/UCNZiBA,124,79,78,63.71%,98.73%,4.17,4.09,3.88
Fund12,$DEMU: Impactful social community governance with ODIN,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/dollardemu-impactful-social-community-governance-with-odin,3.81,176,18381883,52085862,0,18381883,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122835,https://app.ideascaleapp.eu/t/UCNZiAr,94,66,66,70.21%,100.00%,3.98,3.83,3.61
Fund12,10-Episode TV Drama Series: Cardano Deep-and-Wide Promotion.,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/10-episode-tv-drama-series-cardano-deep-and-wide-promotion,3.11,192,9428098,55886631,0,9428098,ADA,NO,96000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123259,https://app.ideascaleapp.eu/t/UCNZiHo,108,71,70,65.74%,98.59%,3.25,3.01,3.07
Fund12,"100,000+ Users Gain Premium Blockchain Features",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/100000-users-gain-premium-blockchain-features,4.17,183,32279904,42915623,0,32279904,ADA,NO,69000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,118927,https://app.ideascaleapp.eu/t/UCNZg7n,126,77,67,61.11%,87.01%,4.18,4.33,3.99
Fund12,100+ Page Ultimate Library of Cardano Tools - Adastack.io,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/100-page-ultimate-library-of-cardano-tools-adastackio,4.05,190,25400415,42453372,0,25400415,ADA,NO,60250,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,119612,https://app.ideascaleapp.eu/t/UCNZhI1,118,79,76,66.95%,96.20%,4.27,3.93,3.95
Fund12,150 millions french-speaking young african with Cardano,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/150-millions-french-speaking-young-african-with-cardano,3.64,177,24780084,45139818,0,24780084,ADA,NO,49800,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,119473,https://app.ideascaleapp.eu/t/UCNZhGk,113,69,65,61.06%,94.20%,3.99,3.55,3.39
Fund12,45B - Global outreach and onboarding center for real-world Businesses and end-users,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/45b-global-outreach-and-onboarding-center-for-real-world-businesses-and-end-users,3.29,173,11158995,54137453,0,11158995,ADA,NO,43050,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123238,https://app.ideascaleapp.eu/t/UCNZiHS,110,63,62,57.27%,98.41%,3.45,3.33,3.08
Fund12,45B - Ideascale<>Catalyst community browser extension utility,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/45b-ideascalelessgreatercatalyst-community-browser-extension-utility,3.57,174,19240762,47850585,0,19240762,ADA,NO,53500,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123359,https://app.ideascaleapp.eu/t/UCNZiJR,107,72,70,67.29%,97.22%,3.67,3.81,3.23
Fund12,45B - Mesh as a Cardano data-abstraction layer,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/45b-mesh-as-a-cardano-data-abstraction-layer,3.67,293,43692437,39669675,0,43692437,ADA,NO,85500,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,123601,https://app.ideascaleapp.eu/t/UCNZiNP,114,63,59,55.26%,93.65%,3.93,3.52,3.57
Fund12,45B - Open Source interchangeable algorithms to rank Stake Pools,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/45b-open-source-interchangeable-algorithms-to-rank-stake-pools,3.20,187,19655226,45419485,0,19655226,ADA,NO,51300,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,123400,https://app.ideascaleapp.eu/t/UCNZiJ7,105,69,68,65.71%,98.55%,3.48,2.95,3.18
Fund12,45B - Open-source Global Map of Businesses taking payments in ADA,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/45b-open-source-global-map-of-businesses-taking-payments-in-ada,3.49,185,31256508,43223160,0,31256508,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,123429,https://app.ideascaleapp.eu/t/UCNZiKb,112,61,60,54.46%,98.36%,4,3.39,3.08
Fund12,45B - Open-source transactions extracts alternative,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/45b-open-source-transactions-extracts-alternative,4.01,169,29948462,40972581,0,29948462,ADA,NO,86050,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,123461,https://app.ideascaleapp.eu/t/UCNZiK7,122,74,70,60.66%,94.59%,4.1,3.9,4.03
Fund12,6 Mio Instagram followers: Viral Content Marketplace on Cardano brought to you by Nature is Metal,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/6-mio-instagram-followers-viral-content-marketplace-on-cardano-brought-to-you-by-nature-is-metal,3.99,158,13340531,43389278,0,13340531,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,121771,https://app.ideascaleapp.eu/t/UCNZhtP,110,70,69,63.64%,98.57%,4.39,3.81,3.78
Fund12,9 DAO sample projects - Prepare for Voltaire,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/9-dao-sample-projects-prepare-for-voltaire,3.93,200,33213890,52372437,0,33213890,ADA,NO,26586,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,120968,https://app.ideascaleapp.eu/t/UCNZhgF,122,69,69,56.56%,100.00%,4.03,3.99,3.77
Fund12,A blockchain short course for Japanese community,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/a-blockchain-short-course-for-japanese-community,3.88,180,15098133,50327155,0,15098133,ADA,NO,40000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,120632,https://app.ideascaleapp.eu/t/UCNZhak,94,60,60,63.83%,100.00%,4,3.88,3.75
Fund12,A Cardano Fortnite Experience - Realm Striders,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/a-cardano-fortnite-experience-realm-striders,3.96,292,41601499,57631319,0,41601499,ADA,NO,500000,NOT FUNDED,10306,Approval Threshold,Cardano Use Cases Product,122818,https://app.ideascaleapp.eu/t/UCNZiAa,99,67,66,67.68%,98.51%,4.31,4.08,3.48
Fund12,A Cardano Hub in Nyiragongo to Empower an Underserved Region,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/a-cardano-hub-in-nyiragongo-to-empower-an-underserved-region-47ce3,3.86,182,27041484,46066104,0,27041484,ADA,NO,36792,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,118616,https://app.ideascaleapp.eu/t/UCNZg2h,405,264,83,65.19%,31.44%,4.06,3.71,3.82
Fund12,A Cardano-focused course for Japanese community (日本コミュニティ向けのカルダノに焦点を当てたコース),Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/a-cardano-focused-course-for-japanese-community,3.82,180,35034670,32646018,0,35034670,ADA,NO,42000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123232,https://app.ideascaleapp.eu/t/UCNZiHM,112,74,72,66.07%,97.30%,3.89,3.88,3.68
Fund12,A Cardano-Powered AI-Enhanced Learning Platform,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/a-cardano-powered-ai-enhanced-learning-platform,3.85,153,24531121,41921277,0,24531121,ADA,NO,99879,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122813,https://app.ideascaleapp.eu/t/UCNZiAU,110,70,70,63.64%,100.00%,4.11,3.71,3.74
Fund12,A cold wallet with ADA integration for the visually impaired,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/a-cold-wallet-with-ada-integration-for-the-visually-impaired,3.72,176,29193119,45650310,0,29193119,ADA,NO,95000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,119007,https://app.ideascaleapp.eu/t/UCNZg86,138,81,76,58.70%,93.83%,4.13,3.46,3.57
Fund12,A crypto-themed techno song featuring Cardano's branding,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/a-crypto-themed-techno-song-featuring-cardanos-branding,3.96,218,30753629,52721362,0,30753629,ADA,NO,16250,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,121496,https://app.ideascaleapp.eu/t/UCNZhou,113,81,80,71.68%,98.77%,4.07,3.87,3.94
Fund12,A Real-Time Cardano-specific Desk Watch (open-source with DIY assembly instructions and 3D-printed case). Ideal for Node Operators / SPOs / DReps for monitoring key metrics seamlessly.,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/a-real-time-cardano-specific-desk-watch-open-source-with-diy-assembly-instructions-and-3d-printed-case-ideal-for-node-operators-spos-dreps-for-monitoring-key-metrics-seamlessly,3.69,271,44552454,39010514,0,44552454,ADA,NO,17000,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,119961,https://app.ideascaleapp.eu/t/UCNZhOk,110,71,68,64.55%,95.77%,3.91,3.47,3.69
Fund12,A Resource Directory for Cardano Ecosystem Architecture,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/a-resource-directory-for-cardano-ecosystem-architecture,3.83,168,11237822,41237532,0,11237822,ADA,NO,71100,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,120932,https://app.ideascaleapp.eu/t/UCNZhff,110,73,73,66.36%,100.00%,4.03,3.85,3.62
Fund12,A scalable multi-sig / DAO on Plutus v3,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/a-scalable-multi-sig-dao-on-plutus-v3,3.48,196,42438962,43858050,0,42438962,ADA,NO,99000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122834,https://app.ideascaleapp.eu/t/UCNZiAq,106,68,68,64.15%,100.00%,3.75,3.54,3.15
Fund12,A Symphony of Automated dApp Composition and Creation,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/a-symphony-of-automated-dapp-composition-and-creation,3.96,230,45016029,15150936,0,45016029,ADA,NO,110000,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,122280,https://app.ideascaleapp.eu/t/UCNZh1l,102,70,69,68.63%,98.57%,4.29,3.77,3.82
Fund12,A user friendly nostr-powered communication solution for small-scale Brazilian entrepreneurs who face restrictions on offering their services within the country due to state censorship,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/a-user-friendly-nostr-powered-communication-solution-for-small-scale-brazilian-entrepreneurs-who-face-restrictions-on-offering-their-services-within-the-country-due-to-state-censorship,3.68,247,21536377,57289217,0,21536377,ADA,NO,189149,NOT FUNDED,743,Approval Threshold,Cardano Open Developers,122589,https://app.ideascaleapp.eu/t/UCNZh6p,103,62,62,60.19%,100.00%,3.87,3.66,3.5
Fund12,A ZK rollup layer 2 protocol for private key storage and retrival,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/a-zk-rollup-layer-2-protocol-for-private-key-storage-and-retrival,3.71,166,17000556,42323001,0,17000556,ADA,NO,75000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122657,https://app.ideascaleapp.eu/t/UCNZh7w,108,73,72,67.59%,98.63%,3.91,3.5,3.73
Fund12,Academic Program for Students and Entrepreneurs on the Cardano Platform in Venezuela,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/academic-program-for-students-and-entrepreneurs-on-the-cardano-platform-in-venezuela,3.47,195,15610639,51264235,0,15610639,ADA,NO,100000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,120507,https://app.ideascaleapp.eu/t/UCNZhXh,113,75,73,66.37%,97.33%,3.87,3.26,3.28
Fund12,"Academic Research at UBA, one of the most prestigious Universities in LATAM, with focus on Decentralized Governance Research.",Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/academic-research-at-uba-one-of-the-most-prestigious-universities-in-latam-with-focus-on-decentralized-governance-research,3.87,235,64794768,46572146,0,64794768,ADA,YES,96000,FUNDED,1668467,,Cardano Open Ecosystem,122831,https://app.ideascaleapp.eu/t/UCNZiAn,104,59,59,56.73%,100.00%,4.17,3.97,3.47
Fund12,Accelerate Mass Adoption: Open Source Atala Wallet SDK with No Seed Phrase Vulnerability and a No-Code Self-Sovereign Identity Platform,Cardano Use Cases: Product,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-product/accelerate-mass-adoption-open-source-atala-wallet-sdk-with-no-seed-phrase-vulnerability-and-a-no-code-self-sovereign-identity-platform,4.17,558,266372761,33269418,0,266372761,ADA,YES,489091,FUNDED,5360909,,Cardano Use Cases Product,120782,https://app.ideascaleapp.eu/t/UCNZhdC,104,63,63,60.58%,100.00%,4.35,4.13,4.03
Fund12,Accelerate OLI Education Platform Onboarding & User Loyalty via Gamification,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/accelerate-oli-education-platform-onboarding-and-user-loyalty-via-gamification,4.14,207,30024064,114525375,0,30024064,ADA,NO,95000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,120824,https://app.ideascaleapp.eu/t/UCNZhdt,110,74,72,67.27%,97.30%,4.26,4.08,4.08
Fund12,Account Abstraction: Replacing Seed Phrases with User Friendly Mechanism for Non-Custodial Wallets on Cardano,Cardano Open: Developers,https://projectcatalyst.io/funds/12/f12-cardano-open-developers/account-abstraction-replacing-seed-phrases-with-user-friendly-mechanism-for-non-custodial-wallets-on-cardano,4.21,312,73203348,24016171,0,73203348,ADA,YES,120000,NOT FUNDED,743,Over Budget,Cardano Open Developers,122990,https://app.ideascaleapp.eu/t/UCNZiDO,112,66,66,58.93%,100.00%,4.41,4.23,3.98
Fund12,ADA Abuse,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/ada-abuse,3.69,152,15007802,47354213,0,15007802,ADA,NO,86654,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,121316,https://app.ideascaleapp.eu/t/UCNZhlx,100,72,72,72.00%,100.00%,3.92,3.68,3.47
Fund12,ADA Ambassadors,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/ada-ambassadors,3.06,194,9035900,53791811,0,9035900,ADA,NO,82105,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122296,https://app.ideascaleapp.eu/t/UCNZh11,120,71,71,59.17%,100.00%,3.59,2.79,2.79
Fund12,"ADA Cashback from Top Retailers, for Cardano Wallets",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/ada-cashback-from-top-retailers-for-cardano-wallets,3.95,201,53270538,43213392,0,53270538,ADA,YES,100000,FUNDED,4294801,,Cardano Use Cases Concept,118893,https://app.ideascaleapp.eu/t/UCNZg7E,156,95,74,60.90%,77.89%,4.02,3.96,3.87
Fund12,ADA DAY - Buenos Aires: Exploring the Cardano Ecosystem in Argentina and LATAM,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/ada-day-buenos-aires-exploring-the-cardano-ecosystem-in-argentina-and-latam,3.92,209,42165968,52779459,0,42165968,ADA,NO,77273,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,122676,https://app.ideascaleapp.eu/t/UCNZh8F,103,68,68,66.02%,100.00%,3.93,3.99,3.84
Fund12,Ada Flow: Intuitive Transaction Insights & Visualization Tool,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/ada-flow-intuitive-transaction-insights-and-visualization-tool,3.71,204,49884858,48697455,0,49884858,ADA,YES,300000,NOT FUNDED,16600,Over Budget,Cardano Use Cases MVP,119656,https://app.ideascaleapp.eu/t/UCNZhJk,124,84,80,67.74%,95.24%,4.07,3.66,3.39
Fund12,ADA Insight: Quizzing the future of Cardano,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/ada-insight-quizzing-the-future-of-cardano,4.18,238,27044133,40830306,0,27044133,ADA,NO,46550,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,120972,https://app.ideascaleapp.eu/t/UCNZhgJ,91,60,59,65.93%,98.33%,4.04,4.36,4.15
Fund12,Ada Lovelace Day & ADADay,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/ada-lovelace-day-and-adaday,2.58,192,11010122,56828552,0,11010122,ADA,NO,36000,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123502,https://app.ideascaleapp.eu/t/UCNZiLn,107,61,54,57.01%,88.52%,3.1,2.38,2.27
Fund12,ADA Payments in the Credit Card Machine integrated in Merchants & withdraw $ADA <> Fiat BRL on bank ATMs,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/ada-payments-in-the-credit-card-machine-integrated-in-merchants-and-withdraw-dollarada-lessgreater-fiat-brl-on-bank-atms,4.09,329,60103518,44312987,0,60103518,ADA,YES,99893,FUNDED,5179914,,Cardano Use Cases Concept,120276,https://app.ideascaleapp.eu/t/UCNZhTu,118,75,75,63.56%,100.00%,4.39,3.93,3.96
Fund12,"ADA Processing – Easy-to-go ADA payment processing solution for marketplaces, online stores, and other digital platforms.",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/ada-processing-easy-to-go-ada-payment-processing-solution-for-marketplaces-online-stores-and-other-digital-platforms,3.25,206,39526195,43306055,0,39526195,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122593,https://app.ideascaleapp.eu/t/UCNZh6t,108,64,63,59.26%,98.44%,4.07,2.92,2.75
Fund12,ADA Solar: Collaborative Solar Energy Investment Platform on Cardano,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/ada-solar-collaborative-solar-energy-investment-platform-on-cardano,4.39,362,67421977,47519661,0,67421977,ADA,YES,269550,NOT FUNDED,16600,Over Budget,Cardano Use Cases MVP,122899,https://app.ideascaleapp.eu/t/UCNZiBu,110,65,64,59.09%,98.46%,4.5,4.34,4.34
Fund12,ADA-to-Fiat SSI based Dex Satoshi Africa,Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/ada-to-fiat-ssi-based-dex-satoshi-africa,3.70,188,10833406,114141555,0,10833406,ADA,NO,90000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,123211,https://app.ideascaleapp.eu/t/UCNZiG1,111,62,58,55.86%,93.55%,3.86,3.61,3.62
Fund12,ADABET.iO | Sport Betting On-Chain MVP version,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/adabetio-or-sport-betting-on-chain-mvp-version,4.27,221,32506304,43016162,0,32506304,ADA,NO,261125,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,123307,https://app.ideascaleapp.eu/t/UCNZiIb,112,76,74,67.86%,97.37%,4.41,4.28,4.11
Fund12,ADACastPro,Cardano Use Cases: MVP,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-mvp/adacastpro,3.39,159,16076527,47491242,0,16076527,ADA,NO,260000,NOT FUNDED,16600,Approval Threshold,Cardano Use Cases MVP,123043,https://app.ideascaleapp.eu/t/UCNZiEG,125,74,73,59.20%,98.65%,3.8,3.49,2.87
Fund12,"Adachain, the Cardano Blockchain-Based Donation Platform",Cardano Use Cases: Concept,https://projectcatalyst.io/funds/12/f12-cardano-use-cases-concept/adachain-the-cardano-blockchain-based-donation-platform,3.65,165,32508161,41979381,0,32508161,ADA,NO,100000,NOT FUNDED,2776301,Approval Threshold,Cardano Use Cases Concept,122736,https://app.ideascaleapp.eu/t/UCNZh9E,114,73,72,64.04%,98.63%,4.02,3.58,3.36
Fund12,Adafro Labs Uganda Hackathon,Cardano Open: Ecosystem,https://projectcatalyst.io/funds/12/f12-cardano-open-ecosystem/adafro-labs-uganda-hackathon-fb2d6,4.09,175,34723790,34065746,0,34723790,ADA,NO,54500,NOT FUNDED,7598,Approval Threshold,Cardano Open Ecosystem,123132,https://app.ideascaleapp.eu/t/UCNZiFj,118,74,73,62.71%,98.65%,4.19,4.02,4.05
